token	lemma	pos	Gend
plures	multus	ADJqua	MascFem
erat	sum	VER	_
legiones	legio	NOM	_
habiturus	habeo	VER	Masc
relicto	relinquo	VER	MascNeut
interiore	interior	ADJqua	Com
uallo	uallum	NOM	_
maiorem	magnus	ADJqua	MascFem
adiecerat	adicio	VER	_
munitionem	munitio	NOM	_

item	item	ADV	_
reliquis	reliquus	ADJqua	Com
itineribus	iter	NOM	_
nonnullae	nonnullus	PROind	Fem
cohortes	cohors	NOM	_
in	in	PRE	_
agmen	agmen	NOM	_
Caesaris	caesar	NOM	_
aliae	alius	PROind	Fem
in	in	PRE	_
equites	eques	NOM	_
incidunt	incido	VER	_

Massilienses	massilienses	NOM	_
arma	arma	NOM	_
tormenta	tormentum	NOM	_
-que	que	CONcoo	_
ex	ex	PRE	_
oppido	oppidum	NOM	_
ut	ut	ADVrel	_
imperatum	impero	VER	Neut
proferunt	profero	VER	_
nauis	nauis	NOM	_
ex	ex	PRE	_
portu	portus	NOM	_
naualibus	naualia	NOM	_
-que	que	CONcoo	_
educunt	educo	VER	_
pecuniam	pecunia	NOM	_
ex	ex	PRE	_
publico	publicum	NOM	_
tradunt	trado	VER	_

uterque	uterque	PROind	Masc
idem	idem	PROdem	Neut
suis	sui	PROpos.ref	Com
renuntiat	renuntio	VER	_
5	5	ADJcar	_
milia	mille	ADJcar	Neut
passuum	passus	NOM	_
proxima	propior	ADJqua	Neut
intercedere	intercedo	VER	_
itineris	iter	NOM	_
campestris	campester	ADJqua	Masc
inde	inde	ADV	_
excipere	excipio	VER	_
loca	locus	NOM	_
aspera	asper	ADJqua	Neut
et	et	CONcoo	_
montuosa	montuosus	ADJqua	Neut
qui	qui	PROrel	Masc
prior	prior	ADJord	MascFem
has	hic	PROdem	Fem
angustias	angustia	NOM	_
occupauerit	occupo	VER	_
ab	ab	PRE	_
hoc	hic	PROdem	MascNeut
hostem	hostis	NOM	_
prohiberi	prohibeo	VER	_
nihil	nihil	PROind	_
esse	sum	VER	_
negotii	negotium	NOM	_

Caesar	caesar	NOM	_
exploratis	exploro	VER	Com
regionibus	regio	NOM	_
albente	albeo	VER	Com
caelo	caelum	NOM	_
omnes	omnis	PROind	MascFem
copias	copia	NOM	_
castris	castra	NOM	_
educit	educo	VER	_
magno	magnus	ADJqua	MascNeut
-que	que	CONcoo	_
circuitu	circuitus	NOM	_
nullo	nullus	PROind	MascNeut
certo	certus	ADJqua	MascNeut
itinere	iter	NOM	_
exercitum	exercitus	NOM	_
ducit	duco	VER	_

neque	neque	CONcoo	_
uero	uero	CONcoo	_
coniuncti	coniungo	VER	Masc
Albici	albici	NOM	_
comminus	comminus	ADV	_
pugnando	pugno	VER	_
deficiebant	deficio	VER	_
neque	neque	CONcoo	_
multum	multum	ADV	_
cedebant	cedo	VER	_
uirtute	uirtus	NOM	_
nostris	nostri	PROpos	Com

quasi	quasi	ADVrel	_
non	non	ADVneg	_
et	et	CONcoo	_
felicitas	felicitas	NOM	_
rerum	res	NOM	_
gestarum	gero	VER	Fem
exercitus	exercitus	NOM	_
beneuolentiam	beneuolentia	NOM	_
imperatoribus	imperator	NOM	_
et	et	CONcoo	_
res	res	NOM	_
aduersae	aduersus	ADJqua	Fem
odia	odium	NOM	_
concilient	concilio	VER	_

frumenti	frumentum	NOM	_
copiam	copia	NOM	_
legionarii	legionarius	ADJqua	Masc
nonnullam	nonnullus	PROind	Fem
habebant	habeo	VER	_
quod	quod	CONsub	_
dierum	dies	NOM	_
22	22	ADJcar	_
22	22	ADJcar	MascNeut
ab	ab	PRE	_
Ilerda	ilerda	NOM	_
frumentum	frumentum	NOM	_
iussi	iubeo	VER	Masc
efferre	effero	VER	_
caetrati	cetrati	NOM	_
auxiliares	auxiliares	NOM	_
-que	que	CONcoo	_
nullam	nullus	PROind	Fem
quorum	qui	PROrel	MascNeut
erant	sum	VER	_
et	et	CONcoo	_
facultates	facultas	NOM	_
ad	ad	PRE	_
parandum	paro	VER	_
exiguae	exiguus	ADJqua	Fem
et	et	CONcoo	_
corpora	corpus	NOM	_
insueta	insuetus	ADJqua	Neut
ad	ad	PRE	_
onera	onus	NOM	_
portanda	porto	VER	Neut

his	hic	PROdem	Com
domi	domus	NOM	_
ob	ob	PRE	_
has	hic	PROdem	Fem
causas	causa	NOM	_
amplissimos	amplus	ADJqua	Masc
magistratus	magistratus	NOM	_
mandauerat	mando	VER	_
atque	atque	CONcoo	_
eos	is	PROdem	Masc
extra	extra	PRE	_
ordinem	ordo	NOM	_
in	in	PRE	_
senatum	senatus	NOM	_
legendos	lego	VER	Masc
curauerat	curo	VER	_
agros	ager	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
Gallia	gallia	NOM	_
ex	ex	PRE	_
hostibus	hostis	NOM	_
captos	capio	VER	Masc
praemia	praemium	NOM	_
-que	que	CONcoo	_
rei	res	NOM	_
pecuniariae	pecuniarius	ADJqua	Fem
magna	magnus	ADJqua	Neut
tribuerat	tribuo	VER	_
locupletes	locuples	ADJqua	MascFem
-que	que	CONcoo	_
ex	ex	PRE	_
egentibus	egens	ADJqua	Com
fecerat	facio	VER	_

ubi	ubi	ADVrel	_
cum	cum	CONsub	_
quosdam	quidam	PROind	Masc
eius	is	PROdem	Com
municipii	municipium	NOM	_
sollicitaret	sollicito	VER	_
equitibus	eques	NOM	_
-que	que	CONcoo	_
Caesaris	caesar	NOM	_
Gallis	gallus	ADJqua	Com
atque	atque	CONcoo	_
Hispanis	hispanus	ADJqua	Com
qui	qui	PROrel	Masc
eo	eo	ADV	_
praesidii	praesidium	NOM	_
causa	causa	NOM	_
missi	mitto	VER	Masc
pecuniam	pecunia	NOM	_
polliceretur	polliceor	VER	_
ab	ab	PRE	_
his	hic	PROdem	Com
interfectus	interficio	VER	Masc

armat	armo	VER	_
familiam	familia	NOM	_
cum	cum	PRE	_
hac	hic	PROdem	Fem
et	et	CONcoo	_
praetoria	praetorius	ADJqua	Fem
cohorte	cohors	NOM	_
caetratorum	cetrati	NOM	_
barbaris	barbarus	ADJqua	Com
-que	que	CONcoo	_
equitibus	eques	NOM	_
paucis	paucus	ADJqua	Com
beneficiariis	beneficiarius	NOM	_
suis	suus	PROpos.ref	Com
quos	qui	PROrel	Masc
suae	suus	PROpos.ref	Fem
custodiae	custodia	NOM	_
causa	causa	NOM	_
habere	habeo	VER	_
consueuerat	consuesco	VER	_
improuiso	improuiso	ADV	_
ad	ad	PRE	_
uallum	uallum	NOM	_
aduolat	aduolo	VER	_
conloquia	colloquium	NOM	_
militum	miles	NOM	_
interrumpit	interrumpo	VER	_
nostros	nostri	PROpos	Masc
repellit	repello	VER	_
a	ab	PRE	_
castris	castra	NOM	_
quos	qui	PROrel	Masc
deprendit	deprehendo	VER	_
interficit	interficio	VER	_

Cassius	cassius	NOM	_
in	in	PRE	_
Thessaliam	thessalia	NOM	_
cum	cum	PRE	_
legione	legio	NOM	_
peruenit	peruenio	VER	_

multi	multus	ADJqua	Masc
iam	iam	ADV	_
menses	mensis	NOM	_
erant	sum	VER	_
et	et	CONcoo	_
hiems	hiems	NOM	_
praecipitauerat	praecipito	VER	_
neque	neque	CONcoo	_
Brundisio	brundisium	NOM	_
naues	nauis	NOM	_
legiones	legio	NOM	_
-que	que	CONcoo	_
ad	ad	PRE	_
Caesarem	caesar	NOM	_
ueniebant	uenio	VER	_

Tubero	tubero	NOM	_
cum	cum	CONsub	_
in	in	PRE	_
Africam	africa	NOM	_
uenisset	uenio	VER	_
inuenit	inuenio	VER	_
in	in	PRE	_
prouincia	prouincia	NOM	_
cum	cum	PRE	_
imperio	imperium	NOM	_
Attium	attius	NOM	_
Varum	uarus	NOM	_
qui	qui	PROrel	Masc
ad	ad	PRE	_
Auximum	auximum	NOM	_
ut	ut	ADVrel	_
supra	supra	ADV	_
demonstrauimus	demonstro	VER	_
amissis	amitto	VER	Com
cohortibus	cohors	NOM	_
protinus	protinus	ADV	_
ex	ex	PRE	_
fuga	fuga	NOM	_
in	in	PRE	_
Africam	africa	NOM	_
peruenerat	peruenio	VER	_
atque	atque	CONcoo	_
eam	is	PROdem	Fem
sua	suus	PROpos.ref	Fem
sponte	spons	NOM	_
uacuam	uacuus	ADJqua	Fem
occupauerat	occupo	VER	_
dilectu	dilectus	NOM	_
-que	que	CONcoo	_
habito	habeo	VER	MascNeut
duas	duo	ADJcar	Fem
legiones	legio	NOM	_
effecerat	efficio	VER	_
hominum	homo	NOM	_
et	et	CONcoo	_
locorum	locus	NOM	_
notitia	notitia	NOM	_
et	et	CONcoo	_
usu	usus	NOM	_
eius	is	PROdem	Com
prouinciae	prouincia	NOM	_
nactus	nanciscor	VER	Masc
aditus	aditus	NOM	_
ad	ad	PRE	_
ea	is	PROdem	Neut
conanda	conor	VER	Neut
quod	quod	CONsub	_
paucis	paucus	ADJqua	Com
ante	ante	ADV	_
annis	annus	NOM	_
ex	ex	PRE	_
praetura	praetura	NOM	_
eam	is	PROdem	Fem
prouinciam	prouincia	NOM	_
obtinuerat	obtineo	VER	_

quas	qui	PROrel	Fem
Caesari	caesar	NOM	_
esse	sum	VER	_
amicas	amicus	ADJqua	Fem
ciuitates	ciuitas	NOM	_
arbitrabatur	arbitror	VER	_
his	hic	PROdem	Com
grauiora	grauis	ADJqua	Neut
onera	onus	NOM	_
iniungebat	iniungo	VER	_
praesidia	praesidium	NOM	_
-que	que	CONcoo	_
eo	eo	ADV	_
deducebat	deduco	VER	_
et	et	CONcoo	_
iudicia	iudicium	NOM	_
in	in	PRE	_
priuatos	priuatus	ADJqua	Masc
reddebat	reddo	VER	_
qui	qui	PROrel	Masc
uerba	uerbum	NOM	_
atque	atque	CONcoo	_
orationem	oratio	NOM	_
aduersus	aduersus	PRE	_
rempublicam	respublica	NOM	_
habuissent	habeo	VER	_
eorum	is	PROdem	MascNeut
bona	bonum	NOM	_
in	in	PRE	_
publicum	publicum	NOM	_
addicebat	addico	VER	_

multa	multus	ADJqua	Neut
rumores	rumor	NOM	_
adfingebant	affingo	VER	_
ut	ut	CONsub	_
paene	paene	ADV	_
bellum	bellum	NOM	_
confectum	conficio	VER	Neut
uideretur	uideo	VER	_

postulat	postulo	VER	_
ut	ut	CONsub	_
iurent	iuro	VER	_
omnes	omnis	PROind	MascFem
se	sui	PROref	_
exercitum	exercitus	NOM	_
duces	dux	NOM	_
-que	que	CONcoo	_
non	non	ADVneg	_
deserturos	desero	VER	Masc
neque	neque	CONcoo	_
prodituros	prodo	VER	Masc
neque	neque	CONcoo	_
sibi	sui	PROref	_
separatim	separatim	ADV	_
a	ab	PRE	_
reliquis	reliqui	NOM	_
consilium	consilium	NOM	_
capturos	capio	VER	Masc

perfecto	perficio	VER	MascNeut
ponte	pons	NOM	_
magnis	magnus	ADJqua	Com
quinque	quinque	ADJcar	_
ciuitatibus	ciuitas	NOM	_
ad	ad	PRE	_
amicitiam	amicitia	NOM	_
adiunctis	adiungo	VER	Com
expedita	expedio	VER	Fem
re	res	NOM	_
frumentaria	frumentarius	ADJqua	Fem
exstinctis	exstinguo	VER	Com
rumoribus	rumor	NOM	_
de	de	PRE	_
auxiliis	auxilium	NOM	_
legionum	legio	NOM	_
quae	qui	PROrel	Fem
cum	cum	PRE	_
Pompeio	pompeius	NOM	_
per	per	PRE	_
Mauretaniam	mauretania	NOM	_
uenire	uenio	VER	_
dicebantur	dico	VER	_
multae	multus	ADJqua	Fem
longinquiores	longinquus	ADJqua	MascFem
ciuitates	ciuitas	NOM	_
ab	ab	PRE	_
Afranio	afranius	NOM	_
desciscunt	descisco	VER	_
et	et	CONcoo	_
Caesaris	caesar	NOM	_
amicitiam	amicitia	NOM	_
sequuntur	sequor	VER	_

Caesar	caesar	NOM	_
iis	is	PROdem	Com
ciuitatibus	ciuitas	NOM	_
quae	qui	PROrel	Fem
ad	ad	PRE	_
eius	is	PROdem	Com
amicitiam	amicitia	NOM	_
accesserant	accedo	VER	_
quod	quod	CONsub	_
minor	paruus	ADJqua	MascFem
erat	sum	VER	_
frumenti	frumentum	NOM	_
copia	copia	NOM	_
pecus	pecus	NOM	_
imperabat	impero	VER	_
calones	calo	NOM	_
ad	ad	PRE	_
longinquiores	longinquus	ADJqua	MascFem
ciuitates	ciuitas	NOM	_
dimittebat	dimitto	VER	_
ipse	ipse	PROdem	Masc
praesentem	praesens	ADJqua	MascFem
inopiam	inopia	NOM	_
quibus	qui	PROrel	Com
poterat	possum	VER	_
subsidiis	subsidium	NOM	_
tutabatur	tutor	VER	_

tali	talis	PROdem	Com
modo	modus	NOM	_
instructa	instruo	VER	Fem
classe	classis	NOM	_
omnium	omnis	PROind	Com
seniorum	senior	NOM	_
matrum	mater	NOM	_
familiae	familia	NOM	_
uirginum	uirgo	NOM	_
precibus	prex	NOM	_
et	et	CONcoo	_
fletu	fletus	NOM	_
excitati	excito	VER	Masc
extremo	exter	ADJqua	MascNeut
tempore	tempus	NOM	_
ciuitati	ciuitas	NOM	_
subuenirent	subuenio	VER	_
non	non	ADVneg	_
minore	paruus	ADJqua	Com
animo	animus	NOM	_
ac	ac	CONcoo	_
fiducia	fiducia	NOM	_
quam	quam	ADVrel	_
ante	ante	ADV	_
dimicauerant	dimico	VER	_
naues	nauis	NOM	_
conscendunt	conscendo	VER	_

sed	sed	CONcoo	_
horum	hic	PROdem	MascNeut
omnium	omnis	PROind	Com
pars	pars	NOM	_
magna	magnus	ADJqua	Fem
in	in	PRE	_
fossis	fossa	NOM	_
munitionibus	munitio	NOM	_
-que	que	CONcoo	_
et	et	CONcoo	_
fluminis	flumen	NOM	_
ripis	ripa	NOM	_
oppressa	opprimo	VER	Fem
suorum	sui	PROpos.ref	MascNeut
in	in	PRE	_
terrore	terror	NOM	_
ac	ac	CONcoo	_
fuga	fuga	NOM	_
sine	sine	PRE	_
ullo	ullus	PROind	MascNeut
uulnere	uulnus	NOM	_
interiit	intereo	VER	_
signa	signum	NOM	_
-que	que	CONcoo	_
militaria	militaris	ADJqua	Neut
amissa	amitto	VER	Neut
32	32	ADJcar	_
32	32	ADJcar	MascNeut

parte	pars	NOM	_
circiter	circiter	ADV	_
tertia	tertius	ADJord	Fem
exercitus	exercitus	NOM	_
eo	is	PROdem	MascNeut
biduo	biduum	NOM	_
dimissa	dimitto	VER	Fem
duas	duo	ADJcar	Fem
legiones	legio	NOM	_
suas	suus	PROpos.ref	Fem
antecedere	antecedo	VER	_
reliquas	reliquus	ADJqua	Fem
subsequi	subsequor	VER	_
iussit	iubeo	VER	_
ut	ut	CONsub	_
non	non	ADVneg	_
longo	longus	ADJqua	MascNeut
inter	inter	PRE	_
se	sui	PROref	_
spatio	spatium	NOM	_
castra	castra	NOM	_
facerent	facio	VER	_
ei	is	PROdem	Com
-que	que	CONcoo	_
negotio	negotium	NOM	_
Q	quintus	NOM	_
Fufium	fufius	NOM	_
Calenum	calenus	NOM	_
legatum	legatus	NOM	_
praefecit	praeficio	VER	_

hos	hic	PROdem	Masc
quoque	quoque	ADV	_
praeoccupat	praeoccupo	VER	_
missus	mitto	VER	Masc
a	ab	PRE	_
Saburra	saburra	NOM	_
equitatus	equitatus	NOM	_

temptauerunt	tento	VER	_
hoc	hic	PROdem	Neut
idem	idem	PROdem	Neut
Massilienses	massilienses	NOM	_
postero	posterus	ADJqua	MascNeut
die	dies	NOM	_

sic	sic	ADV	_
uocibus	uox	NOM	_
consulis	consul	NOM	_
terrore	terror	NOM	_
praesentis	praesens	ADJqua	Com
exercitus	exercitus	NOM	_
minis	minae	NOM	_
amicorum	amicus	NOM	_
Pompei	pompeius	NOM	_
plerique	plerique	NOM	_
compulsi	compello	VER	Masc
inuiti	inuitus	ADJqua	Masc
et	et	CONcoo	_
coacti	cogo	VER	Masc
Scipionis	scipio	NOM	_
sententiam	sententia	NOM	_
sequuntur	sequor	VER	_
uti	ut	CONsub	_
ante	ante	PRE	_
certam	certus	ADJqua	Fem
diem	dies	NOM	_
Caesar	caesar	NOM	_
exercitum	exercitus	NOM	_
dimittat	dimitto	VER	_
si	si	CONsub	_
non	non	ADVneg	_
faciat	facio	VER	_
eum	is	PROdem	Masc
aduersus	aduersus	PRE	_
rempublicam	respublica	NOM	_
facturum	facio	VER	MascNeut
uideri	uideo	VER	_

ibi	ibi	ADV	_
cognoscit	cognosco	VER	_
consensu	consensus	NOM	_
omnium	omnis	PROind	Com
Antiochensium	antiochenses	NOM	_
ciuium	ciuis	NOM	_
-que	que	CONcoo	_
Romanorum	romanus	ADJqua	MascNeut
qui	qui	PROrel	Masc
illic	illic	ADV	_
negotiarentur	negotior	VER	_
arma	arma	NOM	_
capta	capio	VER	Neut
excludendi	excludo	VER	MascNeut
sui	sui	PROref	_
causa	causa	NOM	_
nuntios	nuntius	NOM	_
-que	que	CONcoo	_
dimissos	dimitto	VER	Masc
ad	ad	PRE	_
eos	is	PROdem	Masc
qui	qui	PROrel	Masc
se	sui	PROref	_
ex	ex	PRE	_
fuga	fuga	NOM	_
in	in	PRE	_
finitimas	finitimus	ADJqua	Fem
ciuitates	ciuitas	NOM	_
recepisse	recipio	VER	_
dicerentur	dico	VER	_
ne	ne	CONsub	_
Antiochiam	antiochia	NOM	_
adirent	adeo	VER	_
id	is	PROdem	Neut
si	si	CONsub	_
fecissent	facio	VER	_
magno	magnus	ADJqua	MascNeut
eorum	is	PROdem	MascNeut
capitis	caput	NOM	_
periculo	periculum	NOM	_
futurum	sum	VER	MascNeut

qua	qui	PROrel	Fem
re	res	NOM	_
animaduersa	animaduerto	VER	Fem
Caesar	caesar	NOM	_
Germanos	germani	NOM	_
leuis	leuis	ADJqua	Com
armaturae	armatura	NOM	_
equitum	eques	NOM	_
-que	que	CONcoo	_
partem	pars	NOM	_
flumen	flumen	NOM	_
traicit	traicio	VER	_
crebras	creber	ADJqua	Fem
-que	que	CONcoo	_
in	in	PRE	_
ripis	ripa	NOM	_
custodias	custodia	NOM	_
disponit	dispono	VER	_

reliquas	reliquus	ADJqua	Fem
cohortis	cohors	NOM	_
7	7	ADJcar	_
castris	castra	NOM	_
propinquis	propinquus	ADJqua	Com
-que	que	CONcoo	_
castellis	castellum	NOM	_
praesidio	praesidium	NOM	_
disposuerat	dispono	VER	_

quo	qui	PROrel	MascNeut
facto	facio	VER	MascNeut
ad	ad	PRE	_
Curionem	curio	NOM	_
equites	eques	NOM	_
reuertuntur	reuertor	VER	_
captiuos	captiuus	NOM	_
-que	que	CONcoo	_
ad	ad	PRE	_
eum	is	PROdem	Masc
reducunt	reduco	VER	_

copias	copia	NOM	_
undique	undique	ADV	_
omnes	omnis	PROind	MascFem
ex	ex	PRE	_
nouis	nouus	ADJqua	Com
dilectibus	dilectus	NOM	_
ad	ad	PRE	_
se	sui	PROref	_
cogi	cogo	VER	_
iubet	iubeo	VER	_
seruos	seruus	NOM	_
pastores	pastor	NOM	_
armat	armo	VER	_
atque	atque	CONcoo	_
iis	is	PROdem	Com
equos	equus	NOM	_
attribuit	attribuo	VER	_
ex	ex	PRE	_
his	hic	PROdem	Com
circiter	circiter	ADV	_
300	300	ADJcar	Masc
equites	eques	NOM	_
conficit	conficio	VER	_

si	si	CONsub	_
hoc	hic	PROdem	Neut
sibi	sui	PROref	_
remitti	remitto	VER	_
uellent	uolo	VER	_
remitterent	remitto	VER	_
ipsi	ipse	PROdem	Masc
de	de	PRE	_
maritimis	maritimus	ADJqua	Com
custodiis	custodia	NOM	_
si	si	CONsub	_
illud	ille	PROdem	Neut
tenerent	teneo	VER	_
se	sui	PROref	_
quoque	quoque	ADV	_
id	is	PROdem	Neut
retenturum	retineo	VER	MascNeut

et	et	CONcoo	_
cogebantur	cogo	VER	_
Corcyra	corcyra	NOM	_
atque	atque	CONcoo	_
Acarnania	acarnania	NOM	_
longo	longus	ADJqua	MascNeut
interiecto	intericio	VER	MascNeut
nauigationis	nauigatio	NOM	_
spatio	spatium	NOM	_
pabulum	pabulum	NOM	_
subportare	supporto	VER	_
quod	quod	CONsub	_
-que	que	CONcoo	_
erat	sum	VER	_
eius	is	PROdem	Com
rei	res	NOM	_
minor	paruus	ADJqua	MascFem
copia	copia	NOM	_
hordeo	hordeum	NOM	_
adaugere	adaugeo	VER	_
atque	atque	CONcoo	_
his	hic	PROdem	Com
rationibus	ratio	NOM	_
equitatum	equitatus	NOM	_
tolerare	tolero	VER	_

milites	miles	NOM	_
Domitianos	domitianus	ADJqua	Masc
sacramentum	sacramentum	NOM	_
apud	apud	PRE	_
se	sui	PROref	_
dicere	dico	VER	_
iubet	iubeo	VER	_
atque	atque	CONcoo	_
eo	is	PROdem	MascNeut
die	dies	NOM	_
castra	castra	NOM	_
mouet	moueo	VER	_
iustum	iustus	ADJqua	MascNeut
-que	que	CONcoo	_
iter	iter	NOM	_
conficit	conficio	VER	_
7	7	ADJcar	_
omnino	omnino	ADV	_
dies	dies	NOM	_
ad	ad	PRE	_
Corfinium	corfinium	NOM	_
commoratus	commoror	VER	Masc
et	et	CONcoo	_
per	per	PRE	_
fines	finis	NOM	_
Marrucinorum	marrucini	NOM	_
Frentranorum	frentrani	NOM	_
Larinatium	larinates	NOM	_
in	in	PRE	_
Apuliam	apulia	NOM	_
peruenit	peruenio	VER	_

haec	hic	PROdem	Fem
res	res	NOM	_
Ephesiae	ephesius	ADJqua	Fem
pecuniae	pecunia	NOM	_
salutem	salus	NOM	_
adtulit	affero	VER	_

Bibulus	bibulus	NOM	_
enim	enim	CONcoo	_
Corcyrae	corcyra	NOM	_
certior	certus	ADJqua	MascFem
factus	facio	VER	Masc
de	de	PRE	_
aduentu	aduentus	NOM	_
Caesaris	caesar	NOM	_
sperans	spero	VER	Com
alicui	aliquis	PROind	Com
se	sui	PROref	_
parti	pars	NOM	_
onustarum	onustus	ADJqua	Fem
nauium	nauis	NOM	_
occurrere	occurro	VER	_
posse	possum	VER	_
inanibus	inanis	ADJqua	Com
occurrit	occurro	VER	_
et	et	CONcoo	_
nactus	nanciscor	VER	Masc
circiter	circiter	ADV	_
30	30	ADJcar	_
in	in	PRE	_
eas	is	PROdem	Fem
indiligentiae	indiligentia	NOM	_
suae	suus	PROpos.ref	Fem
ac	ac	CONcoo	_
doloris	dolor	NOM	_
iracundiam	iracundia	NOM	_
erupit	erumpo	VER	_
omnes	omnis	PROind	MascFem
-que	que	CONcoo	_
incendit	incendo	VER	_
eodem	idem	PROdem	MascNeut
-que	que	CONcoo	_
igne	ignis	NOM	_
nautas	nauta	NOM	_
dominos	dominus	NOM	_
-que	que	CONcoo	_
nauium	nauis	NOM	_
interfecit	interficio	VER	_
magnitudine	magnitudo	NOM	_
poenae	poena	NOM	_
reliquos	reliqui	NOM	_
terreri	terreo	VER	_
sperans	spero	VER	Com

eodem	idem	PROdem	MascNeut
die	dies	NOM	_
equitum	eques	NOM	_
magnam	magnus	ADJqua	Fem
partem	pars	NOM	_
flumen	flumen	NOM	_
transiecit	traicio	VER	_

Caesar	caesar	NOM	_
cum	cum	CONsub	_
suos	sui	PROpos.ref	Masc
ex	ex	PRE	_
omnibus	omnis	PROind	Com
partibus	pars	NOM	_
uulnerari	uulnero	VER	_
uideret	uideo	VER	_
recipere	recipio	VER	_
se	sui	PROref	_
iussit	iubeo	VER	_
et	et	CONcoo	_
loco	locus	NOM	_
excedere	excedo	VER	_

horum	hic	PROdem	MascNeut
fuga	fuga	NOM	_
nauium	nauis	NOM	_
onerariarum	onerarius	ADJqua	Fem
magistros	magister	NOM	_
incitabat	incito	VER	_
pauci	paucus	ADJqua	Masc
lenunculi	lenunculus	NOM	_
ad	ad	PRE	_
officium	officium	NOM	_
imperium	imperium	NOM	_
-que	que	CONcoo	_
conueniebant	conuenio	VER	_

Afranius	afranius	NOM	_
Petreius	petreius	NOM	_
-que	que	CONcoo	_
terrendi	terreo	VER	_
causa	causa	NOM	_
atque	atque	CONcoo	_
operis	opus	NOM	_
impediendi	impedio	VER	MascNeut
copias	copia	NOM	_
suas	suus	PROpos.ref	Fem
ad	ad	PRE	_
infimas	inferus	ADJqua	Fem
montis	mons	NOM	_
radices	radix	NOM	_
producunt	produco	VER	_
et	et	CONcoo	_
proelio	proelium	NOM	_
lacessunt	lacesso	VER	_

nostrae	noster	PROpos	Fem
naues	nauis	NOM	_
duae	duo	ADJcar	Fem
tardius	tarde	ADV	_
cursu	cursus	NOM	_
confecto	conficio	VER	MascNeut
in	in	PRE	_
noctem	nox	NOM	_
coniectae	conicio	VER	Fem
cum	cum	CONsub	_
ignorarent	ignoro	VER	_
quem	quis	PROint	Masc
locum	locus	NOM	_
reliquae	reliquus	ADJqua	Fem
cepissent	capio	VER	_
contra	contra	PRE	_
Lissum	lissus	NOM	_
in	in	PRE	_
ancoris	ancora	NOM	_
constiterunt	consisto	VER	_

nam	nam	CONcoo	_
ex	ex	PRE	_
iniquo	iniquus	ADJqua	MascNeut
progressi	progredior	VER	Masc
loco	locus	NOM	_
in	in	PRE	_
summo	superus	ADJqua	MascNeut
constiterant	consisto	VER	_
si	si	CONsub	_
per	per	PRE	_
decliue	decliue	NOM	_
sese	sui	PROref	_
reciperent	recipio	VER	_
nostros	nostri	PROpos	Masc
ex	ex	PRE	_
superiore	superus	ADJqua	Com
insequentes	insequor	VER	MascFem
loco	locus	NOM	_
uerebantur	uereor	VER	_
neque	neque	CONcoo	_
multum	multum	NOM	_
ad	ad	PRE	_
solis	sol	NOM	_
occasum	occasus	NOM	_
temporis	tempus	NOM	_
supererat	supersum	VER	_
spe	spes	NOM	_
enim	enim	CONcoo	_
conficiendi	conficio	VER	MascNeut
negotii	negotium	NOM	_
prope	prope	ADV	_
in	in	PRE	_
noctem	nox	NOM	_
rem	res	NOM	_
deduxerant	deduco	VER	_

his	hic	PROdem	Com
una	unus	ADJcar	Fem
legio	legio	NOM	_
missa	mitto	VER	Fem
praesidio	praesidium	NOM	_

milia	mille	ADJcar	Neut
enim	enim	CONcoo	_
20	20	ADJcar	_
in	in	PRE	_
armis	arma	NOM	_
habebat	habeo	VER	_

ab	ab	PRE	_
his	hic	PROdem	Com
primo	primo	ADJadv.ord	_
Marsi	marsi	NOM	_
dissentire	dissentio	VER	_
incipiunt	incipio	VER	_
eam	is	PROdem	Fem
-que	que	CONcoo	_
oppidi	oppidum	NOM	_
partem	pars	NOM	_
quae	qui	PROrel	Fem
munitissima	munitus	ADJqua	Fem
uideretur	uideo	VER	_
occupant	occupo	VER	_
tanta	tantus	PROdem	Fem
-que	que	CONcoo	_
inter	inter	PRE	_
eos	is	PROdem	Masc
dissensio	dissensio	NOM	_
exsistit	exsisto	VER	_
ut	ut	CONsub	_
manum	manus	NOM	_
conserere	consero	VER	_
atque	atque	CONcoo	_
armis	arma	NOM	_
dimicare	dimico	VER	_
conentur	conor	VER	_
post	post	ADV	_
paulo	paulo	ADV	_
tamen	tamen	ADV	_
internuntiis	internuntius	NOM	_
ultro	ultro	ADV	_
citro	citro	ADV	_
-que	que	CONcoo	_
missis	mitto	VER	Com
quae	qui	PROrel	Neut
ignorabant	ignoro	VER	_
de	de	PRE	_
50	50	NOM	_
Domiti	domitius	NOM	_
fuga	fuga	NOM	_
cognoscunt	cognosco	VER	_

quem	qui	PROrel	Masc
ingressum	ingredior	VER	MascNeut
in	in	PRE	_
sermonem	sermo	NOM	_
Pompeius	pompeius	NOM	_
interpellauit	interpello	VER	_
et	et	CONcoo	_
loqui	loquor	VER	_
plura	multus	ADJqua	Neut
prohibuit	prohibeo	VER	_

prima	primus	ADJord	Fem
et	et	CONcoo	_
secunda	secundus	ADJord	Fem
acies	acies	NOM	_
in	in	PRE	_
armis	arma	NOM	_
ut	ut	ADVrel	_
ab	ab	PRE	_
initio	initium	NOM	_
constituta	constituo	VER	Fem
permanebat	permaneo	VER	_
post	post	PRE	_
